id,availability
"6489ca15-c226-40dc-b688-c6d47e088c91","in stock"
"c6efbfaa-40fe-46af-839c-08e4d9271121","in stock"
"c5aaf3b3-9876-4e21-be58-e5597e971bd0","in stock"
"c15c5657-54e5-4f26-9e7a-5360ea991ef8","out of stock"
"06a38b83-c681-4ddd-bb7d-22deaceeb3ee","out of stock"
"8011f5e9-d12a-4238-a790-1b03580c06bc","in stock"
"d2155b87-c0f7-4c60-8fa3-3dbb679bec95","out of stock"
"25d9d275-8397-4e0f-ac2f-05701b056882","preorder"
"378c4464-fbba-4d82-8d18-e426069692af","out of stock"
"11400368-2328-4723-a1db-5b719d8a387d","out of stock"
"7e279fef-6f5e-40ca-8e82-3f55af8e4fb8","in stock"
"39fe340d-5889-4fa3-a64f-2cf5c877d079","in stock"
"4bdfad02-21a9-45d1-b782-3f4f3444af28","out of stock"
"11f427ea-8bda-40ba-a09f-02a735655ff8","out of stock"
"ed7d2916-b90a-44d9-a015-85be9e103411","out of stock"
"fff94c24-2700-4332-af22-f423091100a9","in stock"
"615b829c-1cdd-4dd0-ace8-a97a7ce3397b","out of stock"
"cce4e1a8-1439-47d7-82f0-2a10fecb8939","in stock"
"030dd812-a167-44b0-99cd-5c5d1c0a82fd","out of stock"
"5b7766d5-f2d4-46b9-bd8a-f04a6b96576f","in stock"
"32d7547e-47db-4e49-b21d-679ef1187c18","out of stock"
"0f64c496-fab3-4431-b60d-e381e9f9e1f9","out of stock"
"52063253-0c3e-451e-9ecd-d39f56a54e43","in stock"
"eeb956f9-13b1-4edf-a874-72990ee15ff6","in stock"
"8bcaac1d-b972-40d5-b5bf-5c31b9380935","out of stock"
"e0920957-2bc1-4a4e-8b7f-0aadfc02321a","out of stock"
"ddfbdf73-891a-4b95-81e0-f7c26204bec7","out of stock"
"04eaec4e-9022-454a-8141-69b906455d21","out of stock"
"6a9e8836-051b-4191-a4ae-ee93a22b0365","in stock"
"9241ff3b-4325-4de9-956c-31f3bbabaf93","in stock"
"5544639a-eb4c-4c25-bb17-873f79bc85f9","out of stock"
"b8dc1b51-c828-4a59-be54-8ddd5eb1da26","in stock"
"20031ad6-5da3-405f-a04c-8c0e79119e54","in stock"
"c120f244-5a85-4d5c-945d-f6239c3468c3","out of stock"
"ca8385b9-271e-4613-80f3-4b8680653d76","out of stock"
"e575fe02-aa76-4d59-bf84-ee126b0fbbf5","out of stock"
"d264e270-cf36-43db-a07e-e5867eac9e34","out of stock"
"ef2721f6-acee-4f51-9467-290dc296d81a","in stock"
"4619dd03-9539-4dc5-b230-ac060a5014c3","in stock"
"49450c60-470f-4986-a93e-4bd909afce9b","out of stock"
"c1147cd8-3699-4bc7-9e77-38465c14fff3","out of stock"
"6426f7cc-b203-4cfa-8ca8-c07864d89214","out of stock"
"4223c950-9529-4091-9744-c039726e9dc4","out of stock"
"661c2ef9-b52d-42d0-b73b-d858929b2469","out of stock"
"d71f8627-2798-4606-bcf3-bec5d8ad232d","out of stock"
"3b2d4d84-f99a-47ae-b1b8-ccb239f52483","out of stock"
"f37cae0d-c721-4379-8a14-539a78348932","in stock"
"c9a75062-df42-45df-bbdf-0a9386c22079","in stock"
"c62bce9f-b4fc-421b-8ad5-68da478a2697","out of stock"
"85830386-5363-4a6b-8dd8-ba1d94aeac62","out of stock"
"51aa6199-95d4-4a2a-9e7a-56f39eaf6865","out of stock"
"e2b4dbcf-6820-4058-ae8b-5eeddb77bd7f","in stock"
"17683919-1437-4a5d-b344-d21f7268a66b","in stock"
"95147561-1042-4a47-8219-0f56e6313e52","in stock"
"9bae5221-dd65-46e1-8112-39aa90203957","out of stock"
"e53e4b4c-7021-4647-83c1-9c8ad7a5a2f8","in stock"
"a62ebdda-3a36-4bd5-be0c-7011c3088acf","in stock"
"2e37f93c-2949-41d8-ba7d-0398aa1bf67d","in stock"
"5944df19-12a2-41d6-8641-54753eb50d2f","out of stock"
"96344a4c-a655-434a-974b-033f5163726b","in stock"
"347c8ea8-5538-4e5c-b3ae-f5757d01c81b","in stock"
"e7cc621c-3702-4dc8-8105-c79f81ce818c","in stock"
"83dbd520-082e-4383-9b00-f598e43fda59","in stock"
"10f9dc83-7b96-4198-96c0-aa8978606148","in stock"
"6d6a076d-8dde-4454-bff9-d6cc389c125c","out of stock"
"3a625679-5ab9-42f8-b51f-66bdcdceff95","in stock"
"6d9a8d0b-85e0-4b3d-aeea-d0881bb1cb1a","out of stock"
"4742c2ba-8879-4103-8423-2e91ad750757","in stock"
"e2480398-30b6-44d9-b3b8-2ab458767681","out of stock"
"1d9a4de7-8e01-49ab-bba7-8ba5df7f3154","in stock"
"1f5571b3-0498-460b-89a6-234b3c0709f6","in stock"
"c6f23cd7-6dce-4ca0-b48f-07ff98eb3587","out of stock"
"cf88df20-3f69-43f4-87bc-dfda57df9a08","out of stock"
"2e3c8ce9-72c2-45a3-a095-e3643dadb9c6","out of stock"
"14f2b0eb-1818-4c92-8769-d14ca81a143b","out of stock"
"f94b960a-d538-4459-95d6-757ccbbd332e","in stock"
"acb041b9-28da-4448-94b3-57e4961f3a7b","in stock"
"442ebf79-fb49-4225-b7a2-30b9f9c7bbd3","out of stock"
"30a67933-36c0-4cd4-bd5c-0c297d09620f","out of stock"
"77f028c0-fd08-4c77-8226-87069ac33d6e","in stock"
"5dcb90b4-f734-46c6-a05f-44871e9d6023","out of stock"
"5132b8f7-5ba5-49ff-9273-24c866248554","out of stock"
