id,size,"custom label"
"626eec97-f1d3-44f2-ae70-b20814ed887b","12","NA"
"332c9919-1eac-4164-bf1d-3e07a46b3419","XXL","high"
"65cc1fd4-5fc1-484c-a0c2-9839b0450f65","XL","ignore"
"4742c2ba-8879-4103-8423-2e91ad750757","S","high"
"74b36f99-dd90-4034-beef-74d44040fdef","XL","ignore"
"d59b8fce-3fc6-45b0-8e8f-fb5487944a3d","S","low"
"455e7f72-e61f-4735-b36c-3ac8ed9bb67b","9","NA"
"af649e6e-f18a-4691-8f08-974d0f193c47","11","NA"
"32b56440-9165-4d95-beef-dd2f8b85ff0a","7","medium"
"20031ad6-5da3-405f-a04c-8c0e79119e54","9","ignore"
"08a06b84-a1ca-42c2-9c29-3f332a34dcae","XS","low"
"97aaef07-362a-448c-89e9-8b0f8775dc00","XL","NA"
"65c20b04-9dc3-48f6-ab52-14b0560a7801","XXXL","high"
"11f427ea-8bda-40ba-a09f-02a735655ff8","M","NA"
"d264e270-cf36-43db-a07e-e5867eac9e34","XL","low"
"ac05894c-57b2-4925-a04d-8d4dc13b5c71","10","ignore"
"33549e88-7759-489b-bb7a-74aec05d3354","5","NA"
"98d2ad99-1791-4250-a0dc-86a65b3170b0","14","high"
"444b5bda-7a86-46e1-8a49-41d54447cfb5","S","ignore"
"b9873482-419f-4bad-bde9-98d6d0b90495","L","low"
"9c00be06-2ad1-4a5d-b2b5-d743ca4e6049","XXXL","high"
"3b67f01a-8a77-4674-a905-b6e265eaede7","13","high"
"6abb8240-bee2-4192-a851-f47591785370","3","NA"
"fee8de63-fc05-46f2-b39d-c2c045b9df42","6","NA"
"f01b8ae8-f93c-4782-b736-ffe3e542786f","10","ignore"
"1c62a80b-3040-44f3-9cef-b7bfb9dc32b4","7","high"
"650abc26-d2c8-4f47-b80b-6ca7083b3cbd","7","ignore"
"2f626516-47b4-4f75-a0a0-d3e84b0fae2d","M","high"
"a2a86390-0307-4f53-903e-9a30115216c9","M","low"
"934c429a-7a6c-4968-a0f8-9375ce1700dd","4","ignore"
"62449662-8d30-4262-be21-afd3a62a78ce","3","high"
"75a81147-f4d3-4e3d-a023-0c2eef93cb63","9","medium"
"4b639aaf-c6dc-4612-9032-849cfe11a6a4","13","NA"
"9584a67c-0a22-4b64-bc0a-4e918c038dba","6","medium"
"3fcf88f0-e3df-4cbe-ad31-7228abdecc5e","7","low"
"1119727c-5267-432e-8739-57227ff3bae6","XXL","low"
"0395b243-066a-41c8-a029-e43db6419e73","S","high"
"6bf26b86-d994-455c-915f-6aa3fb00c12b","L","medium"
"d262d960-5358-40e1-b9a1-fd70969633fc","L","NA"
"9d95532c-f1a0-40d1-abf0-b32ea73fcf6e","XXS","low"
"2e4cbd41-851c-4310-a232-626091d849ce","XL","high"
"bd708d14-ddc7-4d7b-baad-3ef5780f8ccb","9","ignore"
"c68c2411-d12c-406f-a3bf-6ae7c2ead37f","5","low"
"f25c5a75-b1cc-471e-be32-6e22664f79c4","S","high"
"4619dd03-9539-4dc5-b230-ac060a5014c3","XXL","medium"
"c62bce9f-b4fc-421b-8ad5-68da478a2697","9","medium"
"ad2d8df2-2b3e-4126-b273-bfd22b8da507","S","ignore"
"5b7766d5-f2d4-46b9-bd8a-f04a6b96576f","9","ignore"
"f82ca024-e219-437b-8da2-f67873b26569","L","high"
"de65146e-8b82-40c6-a2ae-24fb1f4f1073","XXS","low"
"8a9bd9d1-6f41-4397-9461-5b5ba2d718a4","14","medium"
"3346860c-18fd-4f22-b011-6c134d8523cd","12","high"
"41d2a86c-65c6-41e3-a773-cb2b2776e8cf","XXXL","ignore"
"1a479ba5-cfaf-4267-bc3f-ea0cfe0f047e","11","low"
"dd9f1388-6b8c-4e8d-a783-b07a84592728","5","low"
"9bae5221-dd65-46e1-8112-39aa90203957","9","high"
"5544639a-eb4c-4c25-bb17-873f79bc85f9","XS","ignore"
"c67e7406-39c8-4cdd-84a8-717fe25f867a","3","ignore"
"1d4f0870-ea61-483c-9dd5-5aac99cc6b8d","XS","low"
"28bdee77-31e2-400c-aa98-24407da2a847","10","low"
"f35da043-9331-4dff-ac2c-415a095a2baa","4","high"
"be50272a-7745-41fa-ba8f-471c96ad9c5a","XXS","NA"
"afd7d8fd-2b2b-4d38-91dc-b30503757511","4","medium"
"946fc8bd-e5ee-44f3-a16f-6740e4e08dd3","XXS","NA"
"d3f8e8ef-15ce-4fe0-a594-3338906490d7","XS","ignore"
"615b829c-1cdd-4dd0-ace8-a97a7ce3397b","XS","NA"
"ef030aa8-a10c-488d-a8b2-1f580ca03c74","5","low"
"78b71811-6d94-4450-a70e-7f4c1c24fc82","XS","low"
"83adc1c2-48ab-4c58-8805-68ed9b29252c","XS","low"
"c7015f56-084a-43a1-9f7d-218322bdf8c0","3","low"
"9a73eb7f-9be1-45b1-8d4a-610878119dc7","M","medium"
"77f028c0-fd08-4c77-8226-87069ac33d6e","XXXL","NA"
"c1147cd8-3699-4bc7-9e77-38465c14fff3","5","low"
"3b2d4d84-f99a-47ae-b1b8-ccb239f52483","M","ignore"
"405c22f4-8a67-4f06-9e3d-e871a8bced48","XXL","medium"
"7e279fef-6f5e-40ca-8e82-3f55af8e4fb8","9","medium"
"f579bdd4-1932-4725-85e1-ed2cb03f6e5d","XS","low"
"6a9e8836-051b-4191-a4ae-ee93a22b0365","6","medium"
"3a56311c-44f3-43a0-9a3e-6a532de8d540","XXL","NA"
"8e42fd18-d51b-46f8-99b1-0ae232d0f491","XXXL","medium"
"3c694480-187c-49be-9faf-577d8d7e44df","7","NA"
"a13e02b8-7140-427d-b1c6-f6ee11eb1080","13","low"
"33e3ff1e-2954-4584-928c-35df519f0158","14","medium"
"d289d2ef-8704-4439-ba97-d38f669a35c4","XXXL","low"
"80e5d839-a26d-48c6-909c-35116f2fd23d","7","NA"
"ab8e8a49-ac28-4ebc-9ed0-a77dc940c93b","6","low"
"931f3fcf-2f35-489b-bece-3fb9581e3c1a","9","high"
"408e949f-a236-443d-b671-d86ccc976abb","13","medium"
"11400368-2328-4723-a1db-5b719d8a387d","4","ignore"
"4bdfad02-21a9-45d1-b782-3f4f3444af28","XXS","ignore"
"81cf1ca0-b18b-4518-a30f-fd0822a3cc36","S","NA"
